arm,true_grammar,impostor_id,surface_seed,frac,rotation_deg,degradation,degradation_param,wb_gain_bgr,boundaries_spanned,top_sheet,top_aggregate,verdict_001,aggregate_001,coverage_001,renormalised_001,verdict_002,aggregate_002,coverage_002,renormalised_002,ink002_agreement,ink002_agr_absolute,ink002_agr_relationship,ink002_gain_b,ink002_gain_g,ink002_gain_r,ink002_implied_b,ink002_implied_g,ink002_implied_r,ink002_gain_in_bounds,ink002_relationship_applicable,ink002_n_inks,ink002_n_clipped,ink002_rank_corr
surface_001,bar-cascade-001,,0,0.35,30.0,none,,,4,bar-cascade-001,0.3886,not_recognised,0.3886,1.0,0.3886,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.7706,1.1236,0.9416,1.2976,0.89,1.062,True,True,13,0,0.3994
surface_001,bar-cascade-001,,0,0.35,30.0,none,,,4,bar-cascade-001,0.4204,candidate,0.4204,1.0,0.4204,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5194,1.1725,4.0962,0.6582,0.8529,0.2441,False,False,13,0,0.3881
surface_001,bar-cascade-001,,1,0.35,30.0,none,,,4,bar-cascade-001,0.3642,not_recognised,0.3642,1.0,0.3642,not_recognised,0.1023,1.0,0.1023,0.1062,0.0,0.1062,1.5194,1.1724,0.9416,0.6582,0.853,1.062,True,True,13,0,0.3843
surface_001,bar-cascade-001,,1,0.35,30.0,none,,,4,bar-cascade-001,0.504,candidate,0.504,1.0,0.504,not_recognised,0.0732,1.0,0.0732,0.076,0.0,0.076,1.5194,1.0678,0.7867,0.6582,0.9365,1.2712,True,True,13,0,0.3843
surface_001,bar-cascade-001,,1,0.35,30.0,none,,,4,bar-cascade-001,0.2837,not_recognised,0.2837,1.0,0.2837,not_recognised,0.0662,1.0,0.0662,0.0688,0.0,0.0688,1.5194,1.1777,0.9555,0.6582,0.8491,1.0465,True,True,13,0,0.3843
surface_001,bar-cascade-001,,1,0.35,30.0,none,,,4,bar-cascade-001,0.5318,candidate,0.5318,1.0,0.5318,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5194,1.1277,4.0962,0.6582,0.8867,0.2441,False,False,13,0,0.3674
surface_001,bar-cascade-001,,1,0.35,30.0,none,,,4,bar-cascade-001,0.3827,not_recognised,0.3827,1.0,0.3827,not_recognised,0.1029,1.0,0.1029,0.1069,0.0,0.1069,1.5194,1.1725,0.948,0.6582,0.8529,1.0549,True,True,13,0,0.3843
surface_001,bar-cascade-001,,1,0.35,30.0,none,,,4,bar-cascade-001,0.3643,not_recognised,0.3643,1.0,0.3643,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5194,1.1767,4.0962,0.6582,0.8499,0.2441,False,False,13,0,0.3881
surface_001,bar-cascade-001,,1,0.35,30.0,none,,,4,bar-cascade-001,0.4181,candidate,0.4181,1.0,0.4181,not_recognised,0.1081,1.0,0.1081,0.1123,0.0,0.1123,1.5194,1.1724,0.948,0.6582,0.853,1.0549,True,True,13,0,0.3994
surface_001,bar-cascade-001,,1,0.35,30.0,none,,,4,bar-cascade-001,0.4907,candidate,0.4907,1.0,0.4907,not_recognised,0.0714,1.0,0.0714,0.0741,0.0,0.0741,1.5194,1.1724,0.9416,0.6582,0.853,1.062,True,True,13,0,0.3843
surface_001,bar-cascade-001,,2,0.35,30.0,none,,,4,bar-cascade-001,0.424,candidate,0.424,1.0,0.424,not_recognised,0.1178,1.0,0.1178,0.1224,0.0,0.1224,1.5194,1.1066,0.8551,0.6582,0.9037,1.1695,True,True,13,0,0.3862
surface_001,bar-cascade-001,,2,0.35,30.0,none,,,4,bar-cascade-001,0.4934,candidate,0.4934,1.0,0.4934,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5194,1.1725,4.0962,0.6582,0.8529,0.2441,False,False,13,0,0.3881
surface_001,bar-cascade-001,,2,0.35,30.0,none,,,4,bar-cascade-001,0.4478,candidate,0.4478,1.0,0.4478,not_recognised,0.1418,1.0,0.1418,0.1473,0.0,0.1473,1.5194,1.1277,0.948,0.6582,0.8867,1.0549,True,True,13,0,0.3994
surface_001,bar-cascade-001,,2,0.35,30.0,none,,,4,bar-cascade-001,0.5087,candidate,0.5087,1.0,0.5087,not_recognised,0.1086,1.0,0.1086,0.1128,0.0,0.1128,1.5194,1.1725,0.948,0.6582,0.8529,1.0549,True,True,13,0,0.3994
surface_001,bar-cascade-001,,2,0.35,30.0,none,,,4,bar-cascade-001,0.5381,candidate,0.5381,1.0,0.5381,not_recognised,0.1131,1.0,0.1131,0.1174,0.0,0.1174,1.5194,1.1066,0.8551,0.6582,0.9037,1.1695,True,True,13,0,0.3843
surface_001,bar-cascade-001,,2,0.35,30.0,none,,,4,bar-cascade-001,0.3955,not_recognised,0.3955,1.0,0.3955,not_recognised,0.139,1.0,0.139,0.1444,0.0,0.1444,1.5194,1.1277,0.9555,0.6582,0.8867,1.0465,True,True,13,0,0.3636
surface_001,bar-cascade-001,,2,0.35,30.0,none,,,4,bar-cascade-001,0.535,candidate,0.535,1.0,0.535,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5194,1.1725,4.0962,0.6582,0.8529,0.2441,False,False,13,0,0.3881
surface_001,bar-cascade-001,,2,0.35,30.0,none,,,4,bar-cascade-001,0.3611,not_recognised,0.3611,1.0,0.3611,not_recognised,0.0658,1.0,0.0658,0.0683,0.0,0.0683,1.5194,1.1777,0.9555,0.6582,0.8491,1.0465,True,True,13,0,0.3843
surface_001,bar-cascade-001,,0,0.5,30.0,none,,,4,bar-cascade-001,0.5332,candidate,0.5332,1.0,0.5332,not_recognised,0.1228,1.0,0.1228,0.1275,0.0,0.1275,1.5194,1.1157,0.8721,0.6582,0.8963,1.1467,True,True,13,0,0.3975
surface_001,bar-cascade-001,,0,0.5,30.0,none,,,4,bar-cascade-001,0.5049,candidate,0.5049,1.0,0.5049,not_recognised,0.0977,1.0,0.0977,0.1014,0.0,0.1014,1.5194,1.1777,0.9555,0.6582,0.8491,1.0465,True,True,13,0,0.3843
surface_001,bar-cascade-001,,0,0.5,30.0,none,,,4,bar-cascade-001,0.4356,candidate,0.4356,1.0,0.4356,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.8115,1.1277,1.0734,1.2323,0.8867,0.9316,True,True,13,0,0.3749
surface_001,bar-cascade-001,,0,0.5,30.0,none,,,4,bar-cascade-001,0.3725,not_recognised,0.3725,1.0,0.3725,not_recognised,0.1579,1.0,0.1579,0.164,0.0,0.164,1.5194,1.1157,0.8676,0.6582,0.8963,1.1525,True,True,13,0,0.3862
surface_001,bar-cascade-001,,0,0.5,30.0,none,,,4,bar-cascade-001,0.4162,candidate,0.4162,1.0,0.4162,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5194,1.1725,4.0962,0.6582,0.8529,0.2441,False,False,13,0,0.3881
surface_001,bar-cascade-001,,0,0.5,30.0,none,,,4,bar-cascade-001,0.4621,candidate,0.4621,1.0,0.4621,not_recognised,0.1198,1.0,0.1198,0.1244,0.0,0.1244,1.5194,1.1277,0.9555,0.6582,0.8867,1.0465,True,True,13,0,0.3843
surface_001,bar-cascade-001,,0,0.5,30.0,none,,,4,bar-cascade-001,0.4877,candidate,0.4877,1.0,0.4877,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5194,1.1725,4.0962,0.6582,0.8529,0.2441,False,False,13,0,0.3881
surface_001,bar-cascade-001,,1,0.5,30.0,none,,,4,bar-cascade-001,0.5816,candidate,0.5816,1.0,0.5816,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.7636,1.1277,0.7867,1.3095,0.8867,1.2712,True,True,13,0,0.3956
surface_001,bar-cascade-001,,1,0.5,30.0,none,,,4,bar-cascade-001,0.5242,candidate,0.5242,1.0,0.5242,not_recognised,0.1022,1.0,0.1022,0.1061,0.0,0.1061,1.5194,1.0962,0.8114,0.6582,0.9123,1.2324,True,True,13,0,0.3598
surface_001,bar-cascade-001,,1,0.5,30.0,none,,,4,bar-cascade-001,0.496,candidate,0.496,1.0,0.496,not_recognised,0.096,1.0,0.096,0.0996,0.0,0.0996,1.5194,1.1277,0.8014,0.6582,0.8867,1.2478,True,True,13,0,0.3598
surface_001,bar-cascade-001,,1,0.5,30.0,none,,,4,bar-cascade-001,0.5046,candidate,0.5046,1.0,0.5046,not_recognised,0.11,1.0,0.11,0.1142,0.0,0.1142,1.5194,1.1725,0.9416,0.6582,0.8529,1.062,True,True,13,0,0.3994
surface_001,bar-cascade-001,,1,0.5,30.0,none,,,4,bar-cascade-001,0.5291,candidate,0.5291,1.0,0.5291,not_recognised,0.1358,1.0,0.1358,0.141,0.0,0.141,1.5194,1.1538,0.948,0.6582,0.8667,1.0549,True,True,13,0,0.3994
surface_001,bar-cascade-001,,1,0.5,30.0,none,,,4,bar-cascade-001,0.4487,candidate,0.4487,1.0,0.4487,not_recognised,0.0294,1.0,0.0294,0.0305,0.0,0.0305,1.5194,1.0465,0.7867,0.6582,0.9556,1.2712,True,True,13,0,0.3956
surface_001,bar-cascade-001,,1,0.5,30.0,none,,,4,bar-cascade-001,0.5458,candidate,0.5458,1.0,0.5458,not_recognised,0.0587,1.0,0.0587,0.0609,0.0,0.0609,1.5194,1.1977,0.948,0.6582,0.8349,1.0549,True,True,13,0,0.3956
surface_001,bar-cascade-001,,1,0.5,30.0,none,,,4,bar-cascade-001,0.5164,candidate,0.5164,1.0,0.5164,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.7636,1.1236,0.7867,1.3095,0.89,1.2712,True,True,13,0,0.3956
surface_001,bar-cascade-001,,2,0.5,30.0,none,,,4,bar-cascade-001,0.4681,candidate,0.4681,1.0,0.4681,not_recognised,0.1261,1.0,0.1261,0.131,0.0,0.131,1.5194,1.1157,0.8676,0.6582,0.8963,1.1525,True,True,13,0,0.3768
surface_001,bar-cascade-001,,2,0.5,30.0,none,,,4,bar-cascade-001,0.5516,candidate,0.5516,1.0,0.5516,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.7636,1.1523,0.9416,1.3095,0.8678,1.062,True,True,13,0,0.3994
surface_001,bar-cascade-001,,2,0.5,30.0,none,,,4,bar-cascade-001,0.4298,candidate,0.4298,1.0,0.4298,not_recognised,0.1239,1.0,0.1239,0.1287,0.0,0.1287,1.5194,1.1157,0.8676,0.6582,0.8963,1.1525,True,True,13,0,0.3975
surface_001,bar-cascade-001,,2,0.5,30.0,none,,,4,bar-cascade-001,0.5403,candidate,0.5403,1.0,0.5403,not_recognised,0.0294,1.0,0.0294,0.0305,0.0,0.0305,1.5194,1.0465,0.7867,0.6582,0.9556,1.2712,True,True,13,0,0.3806
surface_001,bar-cascade-001,,2,0.5,30.0,none,,,4,bar-cascade-001,0.4162,candidate,0.4162,1.0,0.4162,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.7778,1.125,0.8721,1.2857,0.8889,1.1467,True,True,13,0,0.3975
surface_001,bar-cascade-001,,2,0.5,30.0,none,,,4,bar-cascade-001,0.5277,candidate,0.5277,1.0,0.5277,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5194,1.1522,4.0962,0.6582,0.8679,0.2441,False,False,13,0,0.3881
surface_001,bar-cascade-001,,2,0.5,30.0,none,,,4,bar-cascade-001,0.5127,candidate,0.5127,1.0,0.5127,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5194,1.1724,4.0962,0.6582,0.853,0.2441,False,False,13,0,0.3881
surface_001,bar-cascade-001,,2,0.5,30.0,none,,,4,bar-cascade-001,0.4724,candidate,0.4724,1.0,0.4724,not_recognised,0.0298,1.0,0.0298,0.0309,0.0,0.0309,1.5194,1.0465,0.7867,0.6582,0.9556,1.2712,True,True,13,0,0.3956
surface_001,bar-cascade-001,,0,0.05,90.0,none,,,2,bar-cascade-001,0.4791,candidate,0.4791,1.0,0.4791,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.8535,1.0283,1.0,1.1717,0.9724,1.0,True,True,6,0,0.1238
surface_001,bar-cascade-001,,0,0.05,90.0,none,,,2,bar-cascade-001,0.3643,not_recognised,0.3643,1.0,0.3643,not_recognised,0.0262,1.0,0.0262,0.0279,0.0,0.0279,1.2598,0.9736,1.0,0.7937,1.0271,1.0,True,True,8,0,0.3016
surface_001,bar-cascade-001,,0,0.05,90.0,none,,,1,bar-cascade-001,0.3471,not_recognised,0.3471,1.0,0.3471,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,4,0,0.1333
surface_001,bar-cascade-001,,0,0.05,90.0,none,,,1,bar-cascade-001,0.1872,not_recognised,0.1872,0.4,0.4681,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0781,1.0,1.0,0.9275,1.0,True,True,5,0,-0.1667
surface_001,bar-cascade-001,,0,0.05,90.0,none,,,1,bar-cascade-001,0.3269,not_recognised,0.3269,1.0,0.3269,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.4965,1.0999,4.2868,0.6682,0.9092,0.2333,False,False,7,0,0.2381
surface_001,bar-cascade-001,,0,0.05,90.0,none,,,2,bar-cascade-001,0.3119,not_recognised,0.3119,1.0,0.3119,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9568,3.1921,1.0,1.0451,0.3133,False,False,9,0,0.2889
surface_001,bar-cascade-001,,0,0.05,90.0,none,,,1,bar-cascade-001,0.3446,not_recognised,0.3446,1.0,0.3446,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.2008,1.0,1.0,0.8328,1.0,True,True,8,0,0.3492
surface_001,bar-cascade-001,,0,0.05,90.0,none,,,1,bar-cascade-001,0.1532,not_recognised,0.1532,0.4,0.383,not_recognised,0.1015,1.0,0.1015,0.1099,0.0,0.1099,0.857,1.4956,1.0,1.1669,0.6686,1.0,True,True,6,0,0.1238
surface_001,bar-cascade-001,,1,0.05,90.0,none,,,1,bar-cascade-001,0.363,not_recognised,0.363,1.0,0.363,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0852,4.2484,1.0,0.9215,0.2354,False,False,7,0,0.2381
surface_001,bar-cascade-001,,1,0.05,90.0,none,,,1,bar-cascade-001,0.4459,candidate,0.4459,1.0,0.4459,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,4,0,0.1333
surface_001,bar-cascade-001,,1,0.05,90.0,none,,,1,bar-cascade-001,0.1523,not_recognised,0.1523,0.4,0.3806,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1286,4.3677,1.0,0.8861,0.229,False,False,8,0,0.3016
surface_001,bar-cascade-001,,1,0.05,90.0,none,,,1,bar-cascade-001,0.1554,not_recognised,0.1554,0.4,0.3885,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5097,1.0,1.0,0.6624,1.0,1.0,True,True,5,0,-0.1
surface_001,bar-cascade-001,,1,0.05,90.0,none,,,1,bar-cascade-001,0.5134,candidate,0.5134,1.0,0.5134,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,3,0,0.1667
surface_001,bar-cascade-001,,1,0.05,90.0,none,,,2,bar-cascade-001,0.3541,not_recognised,0.3541,1.0,0.3541,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.8834,1.045,1.0,1.1319,0.9569,1.0,True,True,6,0,0.1238
surface_001,bar-cascade-001,,1,0.05,90.0,none,,,1,bar-cascade-001,0.1537,not_recognised,0.1537,0.4,0.3843,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,4,0,0.1333
surface_001,bar-cascade-001,,1,0.05,90.0,none,,,1,bar-cascade-001,0.1639,not_recognised,0.1639,0.4,0.4097,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.7589,1.0,2.2369,0.5685,1.0,0.447,False,False,5,0,-0.1
surface_001,bar-cascade-001,,2,0.05,90.0,none,,,1,bar-cascade-001,0.424,candidate,0.424,1.0,0.424,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5454,1.0,1.0,0.6471,1.0,1.0,True,True,5,0,-0.1
surface_001,bar-cascade-001,,2,0.05,90.0,none,,,1,bar-cascade-001,0.2734,not_recognised,0.2734,1.0,0.2734,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.6155,1.1252,1.0586,1.6247,0.8888,0.9446,True,True,9,0,0.3056
surface_001,bar-cascade-001,,2,0.05,90.0,none,,,1,bar-cascade-001,0.3146,not_recognised,0.3146,1.0,0.3146,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,2.6872,1.1049,4.3265,0.3721,0.9051,0.2311,False,False,9,0,0.2778
surface_001,bar-cascade-001,,2,0.05,90.0,none,,,1,bar-cascade-001,0.3825,not_recognised,0.3825,1.0,0.3825,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1959,4.3265,1.0,0.8362,0.2311,False,False,10,0,0.3465
surface_001,bar-cascade-001,,2,0.05,90.0,none,,,1,bar-cascade-001,0.1532,not_recognised,0.1532,0.4,0.383,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5097,1.0,1.0,0.6624,1.0,1.0,True,True,5,0,-0.1
surface_001,bar-cascade-001,,2,0.05,90.0,none,,,1,bar-cascade-001,0.1524,not_recognised,0.1524,0.4,0.3809,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5097,1.0,1.0,0.6624,1.0,1.0,True,True,5,0,-0.1
surface_001,bar-cascade-001,,2,0.05,90.0,none,,,1,bar-cascade-001,0.3132,not_recognised,0.3132,1.0,0.3132,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,4,0,0.1333
surface_001,bar-cascade-001,,2,0.05,90.0,none,,,1,bar-cascade-001,0.3024,not_recognised,0.3024,1.0,0.3024,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.08,4.2115,1.0,0.9259,0.2374,False,False,8,0,0.3016
surface_001,bar-cascade-001,,0,0.1,90.0,none,,,2,bar-cascade-001,0.4857,candidate,0.4857,1.0,0.4857,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1095,3.9439,1.0,0.9013,0.2536,False,False,9,0,0.2667
surface_001,bar-cascade-001,,0,0.1,90.0,none,,,1,bar-cascade-001,0.3712,not_recognised,0.3712,1.0,0.3712,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,3,0,0.1667
surface_001,bar-cascade-001,,0,0.1,90.0,none,,,2,bar-cascade-001,0.3412,not_recognised,0.3412,1.0,0.3412,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.2115,1.0,1.0,0.2374,False,False,7,0,0.2381
surface_001,bar-cascade-001,,0,0.1,90.0,none,,,2,bar-cascade-001,0.2836,not_recognised,0.2836,1.0,0.2836,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0924,4.2115,1.0,0.9154,0.2374,False,False,7,0,0.2381
surface_001,bar-cascade-001,,0,0.1,90.0,none,,,1,bar-cascade-001,0.398,not_recognised,0.398,1.0,0.398,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1914,1.0983,1.0,0.8393,0.9105,True,True,10,0,0.3587
surface_001,bar-cascade-001,,0,0.1,90.0,none,,,1,bar-cascade-001,0.4637,candidate,0.4637,1.0,0.4637,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5521,1.0349,5.0162,0.6443,0.9663,0.1994,False,False,6,0,0.1238
surface_001,bar-cascade-001,,0,0.1,90.0,none,,,1,bar-cascade-001,0.1538,not_recognised,0.1538,0.4,0.3844,not_recognised,0.0288,1.0,0.0288,0.0309,0.0,0.0309,1.0,1.4857,1.0,1.0,0.6731,1.0,True,True,7,0,0.2381
surface_001,bar-cascade-001,,0,0.1,90.0,none,,,1,bar-cascade-001,0.4777,candidate,0.4777,1.0,0.4777,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.3256,0.9767,4.2965,0.7544,1.0239,0.2327,False,False,7,0,0.2024
surface_001,bar-cascade-001,,1,0.1,90.0,none,,,2,bar-cascade-001,0.3948,not_recognised,0.3948,1.0,0.3948,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.4838,1.0,1.0,0.6739,1.0,1.0,True,True,6,0,0.0667
surface_001,bar-cascade-001,,1,0.1,90.0,none,,,2,bar-cascade-001,0.4129,candidate,0.4129,1.0,0.4129,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0924,4.3677,1.0,0.9154,0.229,False,False,7,0,0.2381
surface_001,bar-cascade-001,,1,0.1,90.0,none,,,1,bar-cascade-001,0.2885,not_recognised,0.2885,1.0,0.2885,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,4,0,0.1333
surface_001,bar-cascade-001,,1,0.1,90.0,none,,,1,bar-cascade-001,0.3044,not_recognised,0.3044,1.0,0.3044,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.882,1.1033,2.8719,1.1337,0.9064,0.3482,False,False,9,0,0.3278
surface_001,bar-cascade-001,,1,0.1,90.0,none,,,2,bar-cascade-001,0.4013,candidate,0.4013,1.0,0.4013,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,4,0,0.1333
surface_001,bar-cascade-001,,1,0.1,90.0,none,,,1,bar-cascade-001,0.3534,not_recognised,0.3534,1.0,0.3534,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.267,1.4585,1.0,0.7893,0.6856,1.0,True,True,6,0,0.1238
surface_001,bar-cascade-001,,1,0.1,90.0,none,,,1,bar-cascade-001,0.4352,candidate,0.4352,1.0,0.4352,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1237,4.2115,1.0,0.8899,0.2374,False,False,8,0,0.3016
surface_001,bar-cascade-001,,1,0.1,90.0,none,,,1,bar-cascade-001,0.3851,not_recognised,0.3851,1.0,0.3851,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.267,1.4105,4.2143,0.7893,0.709,0.2373,False,False,7,0,0.2381
surface_001,bar-cascade-001,,2,0.1,90.0,none,,,2,bar-cascade-001,0.4759,candidate,0.4759,1.0,0.4759,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,2.2005,1.0,2.876,0.4544,1.0,0.3477,False,False,9,0,0.3278
surface_001,bar-cascade-001,,2,0.1,90.0,none,,,1,bar-cascade-001,0.2001,not_recognised,0.2001,0.4,0.5003,not_recognised,0.0567,1.0,0.0567,0.0624,0.0,0.0624,1.0,1.8162,1.0,1.0,0.5506,1.0,True,True,5,0,-0.1667
surface_001,bar-cascade-001,,2,0.1,90.0,none,,,2,bar-cascade-001,0.2841,not_recognised,0.2841,1.0,0.2841,not_recognised,0.1055,1.0,0.1055,0.113,0.0,0.113,0.7913,1.4207,1.0,1.2637,0.7039,1.0,True,True,7,0,0.2381
surface_001,bar-cascade-001,,2,0.1,90.0,none,,,1,bar-cascade-001,0.366,not_recognised,0.366,1.0,0.366,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,5,0,-0.0667
surface_001,bar-cascade-001,,2,0.1,90.0,none,,,2,bar-cascade-001,0.3704,not_recognised,0.3704,1.0,0.3704,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.8535,1.0,1.0,1.1717,1.0,1.0,True,True,6,0,0.1238
surface_001,bar-cascade-001,,2,0.1,90.0,none,,,1,bar-cascade-001,0.4322,candidate,0.4322,1.0,0.4322,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.2137,4.2868,1.0,0.8239,0.2333,False,False,8,0,0.3492
surface_001,bar-cascade-001,,2,0.1,90.0,none,,,2,bar-cascade-001,0.3987,not_recognised,0.3987,1.0,0.3987,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,4,0,0.1333
surface_001,bar-cascade-001,,2,0.1,90.0,none,,,2,bar-cascade-001,0.4932,candidate,0.4932,1.0,0.4932,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.4889,1.0962,4.2868,0.6717,0.9123,0.2333,False,False,7,0,0.2381
surface_001,bar-cascade-001,,0,0.2,90.0,none,,,2,bar-cascade-001,0.35,not_recognised,0.35,1.0,0.35,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0983,1.0,1.0,0.9105,True,True,9,0,0.3278
surface_001,bar-cascade-001,,0,0.2,90.0,none,,,2,bar-cascade-001,0.4822,candidate,0.4822,1.0,0.4822,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,2.1405,1.1404,2.8735,0.4672,0.8769,0.348,False,False,9,0,0.3278
surface_001,bar-cascade-001,,0,0.2,90.0,none,,,2,bar-cascade-001,0.3856,not_recognised,0.3856,1.0,0.3856,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5375,1.0316,5.0162,0.6504,0.9694,0.1994,False,False,6,0,0.1238
surface_001,bar-cascade-001,,0,0.2,90.0,none,,,2,bar-cascade-001,0.3449,not_recognised,0.3449,1.0,0.3449,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.4543,4.1758,1.0,0.6876,0.2395,False,False,7,0,0.2381
surface_001,bar-cascade-001,,0,0.2,90.0,none,,,3,bar-cascade-001,0.5446,candidate,0.5446,1.0,0.5446,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.6021,1.0233,1.0,1.6609,0.9773,1.0,True,True,8,0,0.3492
surface_001,bar-cascade-001,,0,0.2,90.0,none,,,2,bar-cascade-001,0.6672,candidate,0.6672,1.0,0.6672,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.6021,1.1337,4.2713,1.6609,0.8821,0.2341,False,False,10,0,0.3343
surface_001,bar-cascade-001,,0,0.2,90.0,none,,,2,bar-cascade-001,0.3511,not_recognised,0.3511,1.0,0.3511,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.5521,1.0671,5.0652,0.6443,0.9371,0.1974,False,False,6,0,0.1238
surface_001,bar-cascade-001,,0,0.2,90.0,none,,,3,bar-cascade-001,0.5543,candidate,0.5543,1.0,0.5543,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.2868,1.0,1.0,0.2333,False,False,8,0,0.3016
surface_001,bar-cascade-001,,1,0.2,90.0,none,,,2,bar-cascade-001,0.4795,candidate,0.4795,1.0,0.4795,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,4,0,0.1333
surface_001,bar-cascade-001,,1,0.2,90.0,none,,,2,bar-cascade-001,0.4213,candidate,0.4213,1.0,0.4213,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3833,1.1408,1.0,0.7229,0.8765,True,True,8,0,0.3016
surface_001,bar-cascade-001,,1,0.2,90.0,none,,,2,bar-cascade-001,0.5478,candidate,0.5478,1.0,0.5478,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0077,1.3095,1.0,0.9924,0.7637,True,True,7,0,0.2024
surface_001,bar-cascade-001,,1,0.2,90.0,none,,,2,bar-cascade-001,0.5108,candidate,0.5108,1.0,0.5108,not_recognised,0.0,1.0,0.0,0.0,0.0,0.0,0.6064,1.0,4.1894,1.649,1.0,0.2387,False,False,9,0,0.3056
